,class,name,training_label
1651,MELANOMA,59,4
1652,MELANOMA,288_2,-1
1653,MELANOMA,333,4
1654,MELANOMA,245_0,0
1655,MELANOMA,538_0,4
1656,MELANOMA,864,0
1657,MELANOMA,842_2,4
1658,MELANOMA,647_2,4
1659,MELANOMA,960,4
1660,MELANOMA,792,2
1661,MELANOMA,33_0,1
1662,MELANOMA,51,1
1663,MELANOMA,441_0,3
1664,MELANOMA,82_1,0
1665,MELANOMA,480_2,2
1666,MELANOMA,33,2
1667,MELANOMA,22_2,4
1668,MELANOMA,980,3
1669,MELANOMA,89_2,0
1670,MELANOMA,115_1,4
1671,MELANOMA,1009,2
1672,MELANOMA,91_0,4
1673,MELANOMA,55_1,4
1674,MELANOMA,115,4
1675,MELANOMA,591_2,1
1676,MELANOMA,844_1,1
1677,MELANOMA,930,0
1678,MELANOMA,626_1,4
1679,MELANOMA,426_0,2
1680,MELANOMA,94_2,3
1681,MELANOMA,634_2,3
1682,MELANOMA,344_0,0
1683,MELANOMA,115_0,4
1684,MELANOMA,163_1,2
1685,MELANOMA,809_2,2
1686,MELANOMA,82_0,3
1687,MELANOMA,985_0,1
1688,MELANOMA,90_0,3
1689,MELANOMA,478,0
1690,MELANOMA,465_2,3
1691,MELANOMA,191,4
1692,MELANOMA,820_1,3
1693,MELANOMA,735_1,-1
1694,MELANOMA,440,0
1695,MELANOMA,905_2,2
1696,MELANOMA,417,0
1697,MELANOMA,646_2,4
1698,MELANOMA,191_0,4
1699,MELANOMA,906_1,2
1700,MELANOMA,617_0,2
1701,MELANOMA,535_1,2
1702,MELANOMA,980_1,0
1703,MELANOMA,97,0
1704,MELANOMA,301_0,4
1705,MELANOMA,638_2,2
1706,MELANOMA,820_2,-1
1707,MELANOMA,549_1,3
1708,MELANOMA,614_1,1
1709,MELANOMA,310_2,1
1710,MELANOMA,620_1,1
1711,MELANOMA,354_1,2
1712,MELANOMA,419_2,2
1713,MELANOMA,287_1,3
1714,MELANOMA,218_2,0
1715,MELANOMA,511_0,2
1716,MELANOMA,646_0,0
1717,MELANOMA,265_2,3
1718,MELANOMA,522_1,3
1719,MELANOMA,148_1,1
1720,MELANOMA,952_0,2
1721,MELANOMA,714_2,1
1722,MELANOMA,648,-1
1723,MELANOMA,54,1
1724,MELANOMA,56,4
1725,MELANOMA,314,2
1726,MELANOMA,591_0,3
1727,MELANOMA,875_2,-1
1728,MELANOMA,111_0,0
1729,MELANOMA,352_2,4
1730,MELANOMA,709_1,1
1731,MELANOMA,943_0,0
1732,MELANOMA,538,1
1733,MELANOMA,844_0,2
1734,MELANOMA,683_0,4
1735,MELANOMA,0_1,2
1736,MELANOMA,462_0,1
1737,MELANOMA,658_0,4
1738,MELANOMA,32_0,1
1739,MELANOMA,614,1
1740,MELANOMA,384_0,0
1741,MELANOMA,51_0,0
1742,MELANOMA,426,3
1743,MELANOMA,854_0,1
1744,MELANOMA,65_1,1
1745,MELANOMA,708,-1
1746,MELANOMA,478_2,4
1747,MELANOMA,229,4
1748,MELANOMA,965_1,0
1749,MELANOMA,263_0,1
1750,MELANOMA,218_1,0
1751,MELANOMA,758,-1
1752,MELANOMA,290_0,3
1753,MELANOMA,947_1,4
1754,MELANOMA,549_2,3
1755,MELANOMA,440_1,4
1756,MELANOMA,591_1,2
1757,MELANOMA,538_1,-1
1758,MELANOMA,960_0,3
1759,MELANOMA,65_0,0
1760,MELANOMA,569_2,2
1761,MELANOMA,553_2,4
1762,MELANOMA,8_2,3
1763,MELANOMA,934_0,2
1764,MELANOMA,178,0
1765,MELANOMA,735_2,0
1766,MELANOMA,611_2,1
1767,MELANOMA,867_2,4
1768,MELANOMA,420_0,1
1769,MELANOMA,930_1,2
1770,MELANOMA,1005_0,3
1771,MELANOMA,755_0,1
1772,MELANOMA,558,-1
1773,MELANOMA,59_1,4
1774,MELANOMA,535,3
1775,MELANOMA,873_1,0
1776,MELANOMA,738_0,2
1777,MELANOMA,48_2,-1
1778,MELANOMA,249,4
1779,MELANOMA,809,1
1780,MELANOMA,81_0,3
1781,MELANOMA,638,3
1782,MELANOMA,68,0
1783,MELANOMA,453,-1
1784,MELANOMA,48_1,4
1785,MELANOMA,481_2,0
1786,MELANOMA,288_0,2
1787,MELANOMA,51_2,3
1788,MELANOMA,492_0,3
1789,MELANOMA,454,0
1790,MELANOMA,842_1,4
1791,MELANOMA,842_0,0
1792,MELANOMA,48,4
1793,MELANOMA,352,2
1794,MELANOMA,229_0,0
1795,MELANOMA,316_2,1
1796,MELANOMA,489_2,2
1797,MELANOMA,842,4
1798,MELANOMA,276_2,2
1799,MELANOMA,600_2,0
1800,MELANOMA,974_0,1
1801,MELANOMA,252_2,2
1802,MELANOMA,554,4
1803,MELANOMA,1009_1,-1
1804,MELANOMA,270_2,0
1805,MELANOMA,402_0,0
1806,MELANOMA,190,1
1807,MELANOMA,330_0,2
1808,MELANOMA,868,4
1809,MELANOMA,89,-1
1810,MELANOMA,548_2,1
1811,MELANOMA,946_2,4
1812,MELANOMA,94_0,1
1813,MELANOMA,439,1
1814,MELANOMA,301_2,3
1815,MELANOMA,848,0
1816,MELANOMA,249_1,4
1817,MELANOMA,748_2,4
1818,MELANOMA,875_0,2
1819,MELANOMA,474,1
1820,MELANOMA,658_2,4
1821,MELANOMA,871_0,2
1822,MELANOMA,189_1,3
1823,MELANOMA,792_0,4
1824,MELANOMA,881_0,1
1825,MELANOMA,547_2,4
1826,MELANOMA,352_1,1
1827,MELANOMA,535_2,-1
1828,MELANOMA,743,1
1829,MELANOMA,1_2,4
1830,MELANOMA,402_1,4
1831,MELANOMA,314_2,3
1832,MELANOMA,793,2
1833,MELANOMA,865,0
1834,MELANOMA,553_1,1
1835,MELANOMA,906,3
1836,MELANOMA,189_0,1
1837,MELANOMA,882_0,3
1838,MELANOMA,270_1,4
1839,MELANOMA,1006_2,-1
1840,MELANOMA,333_1,4
1841,MELANOMA,489_1,4
1842,MELANOMA,648_1,4
1843,MELANOMA,881,3
1844,MELANOMA,748,-1
1845,MELANOMA,489_0,3
1846,MELANOMA,1006_1,2
1847,MELANOMA,265_1,2
1848,MELANOMA,553_0,3
1849,MELANOMA,548_0,1
1850,MELANOMA,882_1,-1
1851,MELANOMA,758_1,2
1852,MELANOMA,123,4
1853,MELANOMA,820,1
1854,MELANOMA,244_2,2
1855,MELANOMA,634_1,1
1856,MELANOMA,97_1,1
1857,MELANOMA,457,4
1858,MELANOMA,560_1,2
1859,MELANOMA,82,1
1860,MELANOMA,741,0
1861,MELANOMA,866_2,-1
1862,MELANOMA,568,1
1863,MELANOMA,0_2,0
1864,MELANOMA,946,4
1865,MELANOMA,549_0,1
1866,MELANOMA,553,3
1867,MELANOMA,190_0,0
1868,MELANOMA,638_1,2
1869,MELANOMA,462,1
1870,MELANOMA,215_0,0
1871,MELANOMA,522_0,4
1872,MELANOMA,952_2,1
1873,MELANOMA,614_0,0
1874,MELANOMA,543_0,1
1875,MELANOMA,245,2
1876,MELANOMA,934_1,2
1877,MELANOMA,105_0,2
1878,MELANOMA,1009_2,1
1879,MELANOMA,314_0,1
1880,MELANOMA,755,-1
1881,MELANOMA,714,0
1882,MELANOMA,741_1,0
1883,MELANOMA,862_0,-1
1884,MELANOMA,0,2
1885,MELANOMA,547_1,-1
1886,MELANOMA,22_0,2
1887,MELANOMA,634,4
1888,MELANOMA,492,2
1889,MELANOMA,863_1,2
1890,MELANOMA,1006_0,2
1891,MELANOMA,417_1,1
1892,MELANOMA,841_1,1
1893,MELANOMA,844_2,2
1894,MELANOMA,354,2
1895,MELANOMA,960_1,3
1896,MELANOMA,674_1,1
1897,MELANOMA,942_2,-1
1898,MELANOMA,81_1,1
1899,MELANOMA,738_2,1
1900,MELANOMA,91_1,2
1901,MELANOMA,439_2,2
1902,MELANOMA,474_0,4
1903,MELANOMA,316_0,3
1904,MELANOMA,792_1,0
1905,MELANOMA,584,0
1906,MELANOMA,988_2,3
1907,MELANOMA,486,3
1908,MELANOMA,934,2
1909,MELANOMA,538_2,4
1910,MELANOMA,284_0,3
1911,MELANOMA,244_0,3
1912,MELANOMA,310,1
1913,MELANOMA,237_0,1
1914,MELANOMA,738_1,3
1915,MELANOMA,793_0,3
1916,MELANOMA,970_0,4
1917,MELANOMA,155,-1
1918,MELANOMA,454_2,4
1919,MELANOMA,373_0,0
1920,MELANOMA,557_2,4
1921,MELANOMA,560_0,0
1922,MELANOMA,648_0,0
1923,MELANOMA,54_2,0
1924,MELANOMA,719_0,4
1925,MELANOMA,871,4
1926,MELANOMA,402,0
1927,MELANOMA,465_1,3
1928,MELANOMA,755_1,-1
1929,MELANOMA,492_2,2
1930,MELANOMA,647,2
1931,MELANOMA,960_2,2
1932,MELANOMA,700_0,4
1933,MELANOMA,988_0,2
1934,MELANOMA,1009_0,3
1935,MELANOMA,873,0
1936,MELANOMA,90,-1
1937,MELANOMA,465,2
1938,MELANOMA,91,2
1939,MELANOMA,268_1,2
1940,MELANOMA,290_1,2
1941,MELANOMA,179_1,1
1942,MELANOMA,481_0,0
1943,MELANOMA,947_2,3
1944,MELANOMA,867_1,4
1945,MELANOMA,866_0,4
1946,MELANOMA,560_2,1
1947,MELANOMA,229_1,2
1948,MELANOMA,112_0,1
1949,MELANOMA,864_1,3
1950,MELANOMA,974_2,3
1951,MELANOMA,441,0
1952,MELANOMA,543_2,4
1953,MELANOMA,866,0
1954,MELANOMA,288_1,0
1955,MELANOMA,32_2,1
1956,MELANOMA,511_2,2
1957,MELANOMA,539_0,0
1958,MELANOMA,554_0,-1
1959,MELANOMA,972_1,0
1960,MELANOMA,522,3
1961,MELANOMA,109_1,2
1962,MELANOMA,151,0
1963,MELANOMA,90_2,-1
1964,MELANOMA,20_0,2
1965,MELANOMA,481,-1
1966,MELANOMA,600_0,1
1967,MELANOMA,115_2,1
1968,MELANOMA,314_1,1
1969,MELANOMA,263,3
1970,MELANOMA,397_0,4
1971,MELANOMA,178_2,3
1972,MELANOMA,54_1,-1
1973,MELANOMA,151_1,1
1974,MELANOMA,875_1,2
1975,MELANOMA,148,4
1976,MELANOMA,965,0
1977,MELANOMA,290_2,4
1978,MELANOMA,474_2,-1
1979,MELANOMA,965_2,1
1980,MELANOMA,486_1,0
1981,MELANOMA,535_0,3
1982,MELANOMA,151_2,-1
1983,MELANOMA,112_1,0
1984,MELANOMA,793_1,2
1985,MELANOMA,94_1,-1
1986,MELANOMA,189,3
1987,MELANOMA,511,-1
1988,MELANOMA,89_1,4
1989,MELANOMA,186_2,3
1990,MELANOMA,548,3
1991,MELANOMA,863_2,4
1992,MELANOMA,867_0,3
1993,MELANOMA,543_1,0
1994,MELANOMA,930_2,4
1995,MELANOMA,683,3
1996,MELANOMA,754_0,3
1997,MELANOMA,53_0,3
1998,MELANOMA,215_1,1
1999,MELANOMA,754_2,0
2000,MELANOMA,600,1
2001,MELANOMA,130_1,3
2002,MELANOMA,988,1
2003,MELANOMA,548_1,4
